0	97
12	1
14	1
15	1
19	1
21	1
22	1
23	2
25	2
26	2
27	1
28	1
30	1
31	1
32	2
33	1
34	1
35	2
37	4
38	2
40	2
41	1
42	3
43	1
44	1
45	5
46	4
47	3
50	7
51	5
52	3
53	1
54	1
55	2
56	3
57	8
58	1
59	1
60	3
62	5
63	3
64	2
65	6
66	2
68	5
69	4
70	2
71	1
72	1
73	7
74	3
75	2
76	2
77	4
78	1
80	6
82	1
83	1
84	1
85	1
86	1
87	1
88	2
89	2
90	1
94	3
95	3
96	1
100	11
