0	2
18	1
21	1
25	2
29	1
36	1
40	1
45	2
46	1
47	2
51	1
52	2
56	1
57	4
58	1
60	2
61	1
62	1
63	1
65	1
66	1
68	1
69	1
73	2
74	3
75	1
76	1
77	1
80	2
86	1
88	1
89	1
100	2
