0	97
3	1
4	3
5	1
6	3
7	3
8	7
9	5
10	10
11	10
12	12
13	11
14	14
15	14
16	11
17	13
18	15
19	9
20	10
21	8
22	3
23	1
24	2
25	1
26	1
